seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	46713291	46713438	148	*	X00365	8438	46713367	46744145	30779	+	0	overlapStart	0	RAD54L
chr1	46768786	46769129	344	*	X00366	10489	46744072	46769038	24967	-	0	overlapStart	0	LRRC41
chr1	46768786	46769129	344	*	X00366	7388	46769380	46782447	13068	+	250	upstream	250	UQCRH
chr1	46769204	46769229	26	*	X00367	10489	46744072	46769038	24967	-	165	upstream	165	LRRC41
chr1	46769204	46769229	26	*	X00367	7388	46769380	46782447	13068	+	150	upstream	150	UQCRH
chr1	46769243	46769258	16	*	X00368	10489	46744072	46769038	24967	-	204	upstream	204	LRRC41
chr1	46769243	46769258	16	*	X00368	7388	46769380	46782447	13068	+	121	upstream	121	UQCRH
chr1	46859840	46860037	198	*	X00370	2166	46859939	46879520	19582	+	0	overlapStart	0	FAAH
chr1	47133887	47134291	405	*	X00371	64756	47100711	47134099	33389	-	0	overlapStart	0	ATPAF1
chr1	47799544	47799646	103	*	X00372	51727	47799469	47844511	45043	+	0	inside	74	CMPK1
chr1	48937649	48937684	36	*	X00374	54558	48761044	48937876	176833	-	0	inside	191	SPATA6
chr1	49242318	49242387	70	*	X00375	79656	49193540	49242547	49008	-	0	inside	159	BEND5
chr1	49242431	49242506	76	*	X00376	79656	49193540	49242547	49008	-	0	inside	40	BEND5
chr1	49242532	49242567	36	*	X00377	79656	49193540	49242547	49008	-	0	overlapStart	0	BEND5
chr1	52344272	52344416	145	*	X00378	4898	52254866	52344609	89744	-	0	inside	192	NRDC
chr1	52520759	52520778	20	*	X00379	91408	52521857	52556388	34532	+	1078	upstream	1078	BTF3L4
chr1	52520817	52520870	54	*	X00380	91408	52521857	52556388	34532	+	986	upstream	986	BTF3L4
chr1	52607700	52607802	103	*	X00381	9372	52607766	52812358	204593	+	0	overlapStart	0	ZFYVE9
chr1	52831670	52831875	206	*	X00383	200014	52816265	52831877	15613	-	0	inside	1	CC2D1B
chr1	53192121	53192299	179	*	X00385	79699	53192131	53293013	100883	+	0	overlapStart	0	ZYG11B
chr1	53393034	53393130	97	*	X00388	55268	53361582	53392851	31270	-	182	upstream	182	ECHDC2
chr1	53393034	53393130	97	*	X00388	6342	53392901	53517289	124389	+	0	inside	132	SCP2
chr1	53685963	53686354	392	*	X00389	54987	53679772	53686289	6518	-	0	overlapStart	0	CZIB
chr1	53686388	53686466	79	*	X00390	54987	53679772	53686289	6518	-	98	upstream	98	CZIB
chr1	53704124	53704216	93	*	X00391	100507564	53704282	53708455	4174	+	65	upstream	65	LOC100507564
chr1	53704124	53704216	93	*	X00391	4116	53692564	53704282	11719	-	0	inside	65	MAGOH
chr1	54304000	54304181	182	*	X00394	55706	54231134	54304225	73092	-	0	inside	43	NDC1
chr1	54411249	54411422	174	*	X00395	115353	54411999	54433841	21843	+	576	upstream	576	LRRC42
chr1	54411249	54411422	174	*	X00395	51668	54387234	54411288	24055	-	0	overlapStart	0	HSPB11
chr1	54411739	54411756	18	*	X00396	115353	54411999	54433841	21843	+	242	upstream	242	LRRC42
chr1	54411739	54411756	18	*	X00396	51668	54387234	54411288	24055	-	450	upstream	450	HSPB11
chr1	54411774	54411787	14	*	X00397	115353	54411999	54433841	21843	+	211	upstream	211	LRRC42
chr1	54411774	54411787	14	*	X00397	51668	54387234	54411288	24055	-	485	upstream	485	HSPB11
chr1	54411820	54411848	29	*	X00398	115353	54411999	54433841	21843	+	150	upstream	150	LRRC42
chr1	54411820	54411848	29	*	X00398	51668	54387234	54411288	24055	-	531	upstream	531	HSPB11
chr1	54412040	54412065	26	*	X00399	115353	54411999	54433841	21843	+	0	inside	40	LRRC42
chr1	54412040	54412065	26	*	X00399	51668	54387234	54411288	24055	-	751	upstream	751	HSPB11
chr1	54412089	54412134	46	*	X00400	115353	54411999	54433841	21843	+	0	inside	89	LRRC42
chr1	54412089	54412134	46	*	X00400	51668	54387234	54411288	24055	-	800	upstream	800	HSPB11
chr1	55181454	55181723	270	*	X00403	7268	55181495	55208328	26834	+	0	overlapStart	0	TTC4
chr1	55352822	55352861	40	*	X00405	1718	55315300	55352921	37622	-	0	inside	59	DHCR24
chr1	55680953	55681372	420	*	X00406	100507634	55681081	55683128	2048	+	0	overlapStart	0	LOC100507634
chr1	55680953	55681372	420	*	X00406	23358	55532032	55681039	149008	-	0	overlapStart	0	USP24
chr1	57044912	57045176	265	*	X00407	8613	56960419	57045257	84839	-	0	inside	80	PLPP3
chr1	59042881	59042977	97	*	X00409	4070	59041095	59043166	2072	-	0	inside	188	TACSTD2
chr1	59165635	59165800	166	*	X00410	114803	59120411	59165747	45337	-	0	overlapStart	0	MYSM1
chr1	59249356	59249731	376	*	X00411	100131060	59250823	59365384	114562	+	1091	upstream	1091	LINC01135
chr1	59249356	59249731	376	*	X00411	3725	59246463	59249785	3323	-	0	inside	53	JUN
chr1	59250635	59250893	259	*	X00412	100131060	59250823	59365384	114562	+	0	overlapStart	0	LINC01135
chr1	59250635	59250893	259	*	X00412	3725	59246463	59249785	3323	-	849	upstream	849	JUN
chr1	59762481	59762567	87	*	X00413	55277	59762625	60228402	465778	+	57	upstream	57	FGGY
chr1	59762602	59762672	71	*	X00414	55277	59762625	60228402	465778	+	0	overlapStart	0	FGGY
chr1	59762729	59762800	72	*	X00415	55277	59762625	60228402	465778	+	0	inside	103	FGGY
chr1	62190631	62190915	285	*	X00416	83941	62146719	62191095	44377	-	0	inside	179	TM2D1
chr1	62901797	62902038	242	*	X00417	7398	62901975	62917475	15501	+	0	overlapStart	0	USP1
chr1	63153737	63153754	18	*	X00420	85440	62920397	63154039	233643	-	0	inside	284	DOCK7
chr1	63153809	63153849	41	*	X00421	85440	62920397	63154039	233643	-	0	inside	189	DOCK7
chr1	63153995	63154300	306	*	X00422	85440	62920397	63154039	233643	-	0	overlapStart	0	DOCK7
chr1	63249673	63249918	246	*	X00423	84938	63249777	63330941	81165	+	0	overlapStart	0	ATG4C
chr1	63833293	63833533	241	*	X00424	29929	63833261	63904233	70973	+	0	inside	31	ALG6
chr1	63988772	63989260	489	*	X00425	23421	63906441	63988944	82504	-	0	overlapStart	0	ITGB3BP
chr1	63988772	63989260	489	*	X00425	84455	63989013	64038364	49352	+	0	overlapStart	0	EFCAB7
chr1	64059217	64059669	453	*	X00426	5236	64058947	64125916	66970	+	0	inside	269	PGM1
chr1	65720190	65720344	155	*	X00431	9829	65720148	65881552	161405	+	0	inside	41	DNAJC6
chr1	65886359	65886373	15	*	X00432	3953	65886131	66103176	217046	+	0	inside	227	LEPR
chr1	65886359	65886373	15	*	X00432	54741	65886131	65901690	15560	+	0	inside	227	LEPROT
chr1	65886386	65886615	230	*	X00433	3953	65886131	66103176	217046	+	0	inside	254	LEPR
chr1	65886386	65886615	230	*	X00433	54741	65886131	65901690	15560	+	0	inside	254	LEPROT
chr1	67519889	67519932	44	*	X00436	23169	67465015	67520080	55066	-	0	inside	147	SLC35D1
chr1	67895959	67896122	164	*	X00437	26135	67873493	67896123	22631	-	0	inside	0	SERBP1
chr1	68151022	68151230	209	*	X00438	1647	68150860	68154021	3162	+	0	inside	161	GADD45A
chr1	68297803	68297998	196	*	X00441	100289178	68297971	68668670	370700	+	0	overlapStart	0	GNG12-AS1
chr1	68962659	68962808	150	*	X00442	55635	68939835	68962799	22965	-	0	overlapStart	0	DEPDC1
chr1	70671215	70671258	44	*	X00443	55631	70610485	70671361	60877	-	0	inside	102	LRRC40
chr1	70671215	70671258	44	*	X00443	9295	70671365	70717701	46337	+	106	upstream	106	SRSF11
chr1	70671271	70671491	221	*	X00444	55631	70610485	70671361	60877	-	0	overlapStart	0	LRRC40
chr1	70671271	70671491	221	*	X00444	9295	70671365	70717701	46337	+	0	overlapStart	0	SRSF11
chr1	70820219	70820604	386	*	X00446	11147	70820493	70833705	13213	+	0	overlapStart	0	HHLA3
chr1	70820219	70820604	386	*	X00446	81573	70724685	70820417	95733	-	0	overlapStart	0	ANKRD13C
chr1	70820825	70820872	48	*	X00447	81573	70724685	70820417	95733	-	407	upstream	407	ANKRD13C
chr1	70876893	70877043	151	*	X00448	1491	70876901	70905534	28634	+	0	overlapStart	0	CTH
chr1	71513556	71513641	86	*	X00449	5733	71318036	71513491	195456	-	64	upstream	64	PTGER3
chr1	72749178	72749592	415	*	X00450	257194	71868625	72748405	879781	-	772	upstream	772	NEGR1
chr1	74663900	74664113	214	*	X00451	100526835	74663896	75010116	346221	+	0	inside	3	FPGT-TNNI3K
chr1	74663900	74664113	214	*	X00451	127255	74491702	74663871	172170	-	28	upstream	28	LRRIQ3
chr1	74663900	74664113	214	*	X00451	8790	74663896	74674148	10253	+	0	inside	3	FPGT
chr1	75198695	75199108	414	*	X00452	127253	75198836	75232360	33525	+	0	overlapStart	0	TYW3
chr1	75198695	75199108	414	*	X00452	1429	75171172	75199092	27921	-	0	overlapStart	0	CRYZ
chr1	76190168	76190552	385	*	X00453	34	76190043	76229355	39313	+	0	inside	124	ACADM
chr1	76251794	76252092	299	*	X00454	26805	76253574	76253657	84	+	1481	upstream	1481	SNORD45A
chr1	76251794	76252092	299	*	X00454	5876	76251879	76260775	8897	+	0	overlapStart	0	RABGGTB
chr1	76251794	76252092	299	*	X00454	692085	76252757	76252834	78	+	664	upstream	664	SNORD45C
chr1	78148541	78148837	297	*	X00459	26009	78030190	78149104	118915	-	0	inside	266	ZZZ3
chr1	78149259	78149278	20	*	X00460	26009	78030190	78149104	118915	-	154	upstream	154	ZZZ3
chr1	78445193	78445210	18	*	X00461	11080	78444934	78482995	38062	+	0	inside	258	DNAJB4
chr1	78445193	78445210	18	*	X00461	8880	78412167	78444777	32611	-	415	upstream	415	FUBP1
chr1	84464729	84464896	168	*	X00462	79739	84335057	84464833	129777	-	0	overlapStart	0	TTLL7
chr1	84464949	84465035	87	*	X00463	79739	84335057	84464833	129777	-	115	upstream	115	TTLL7
chr1	84543263	84543631	369	*	X00464	5567	84543745	84704181	160437	+	113	upstream	113	PRKACB
chr1	84543734	84543823	90	*	X00465	5567	84543745	84704181	160437	+	0	overlapStart	0	PRKACB
chr1	84764182	84764302	121	*	X00466	148418	84764049	84816481	52433	+	0	inside	132	SAMD13
chr1	84764338	84764365	28	*	X00467	148418	84764049	84816481	52433	+	0	inside	288	SAMD13
chr1	84944927	84944960	34	*	X00470	80135	84944920	84964033	19114	+	0	inside	6	RPF1
chr1	84944980	84945177	198	*	X00471	80135	84944920	84964033	19114	+	0	inside	59	RPF1
chr1	85725353	85725366	14	*	X00473	148423	85715637	85725355	9719	-	0	overlapStart	0	C1orf52
chr1	86046358	86046456	99	*	X00478	3491	86046444	86049648	3205	+	0	overlapStart	0	CCN1
chr1	86046468	86046595	128	*	X00479	3491	86046444	86049648	3205	+	0	inside	23	CCN1
chr1	86046616	86046628	13	*	X00480	3491	86046444	86049648	3205	+	0	inside	171	CCN1
chr1	87380323	87380465	143	*	X00481	9403	87328128	87380107	51980	-	215	upstream	215	SELENOF
chr1	87380323	87380465	143	*	X00481	9653	87380335	87575681	195347	+	0	overlapStart	0	HS2ST1
chr1	87380483	87380524	42	*	X00482	9403	87328128	87380107	51980	-	375	upstream	375	SELENOF
chr1	87380483	87380524	42	*	X00482	9653	87380335	87575681	195347	+	0	inside	147	HS2ST1
chr1	87380547	87380583	37	*	X00483	9403	87328128	87380107	51980	-	439	upstream	439	SELENOF
chr1	87380547	87380583	37	*	X00483	9653	87380335	87575681	195347	+	0	inside	211	HS2ST1
chr1	87380601	87380636	36	*	X00484	9403	87328128	87380107	51980	-	493	upstream	493	SELENOF
chr1	87380601	87380636	36	*	X00484	9653	87380335	87575681	195347	+	0	inside	265	HS2ST1
chr1	87381175	87381268	94	*	X00485	9403	87328128	87380107	51980	-	1067	upstream	1067	SELENOF
chr1	87381374	87381427	54	*	X00486	9403	87328128	87380107	51980	-	1266	upstream	1266	SELENOF
chr1	89150016	89150035	20	*	X00488	5586	89149922	89301938	152017	+	0	inside	93	PKN2
chr1	89357057	89357405	349	*	X00489	2959	89318321	89357301	38981	-	0	overlapStart	0	GTF2B
chr1	89458123	89458357	235	*	X00490	494115	89445139	89458643	13505	-	0	inside	285	RBMXL1
chr1	89458123	89458357	235	*	X00490	56267	89401456	89458643	57188	-	0	inside	285	KYAT3
chr1	89458873	89458931	59	*	X00491	494115	89445139	89458643	13505	-	229	upstream	229	RBMXL1
chr1	89458873	89458931	59	*	X00491	56267	89401456	89458643	57188	-	229	upstream	229	KYAT3
chr1	90286330	90286345	16	*	X00492	55144	90286573	90401989	115417	+	227	upstream	227	LRRC8D
chr1	90460607	90461080	474	*	X00494	284695	90460678	90494094	33417	+	0	overlapStart	0	ZNF326
chr1	90460607	90461080	474	*	X00494	492303	90458824	90460525	1702	-	81	upstream	81	GEMIN8P4
chr1	90461102	90461166	65	*	X00495	492303	90458824	90460525	1702	-	576	upstream	576	GEMIN8P4
chr1	91487537	91487767	231	*	X00496	84146	91380857	91487812	106956	-	0	inside	44	ZNF644
chr1	92764207	92764646	440	*	X00497	11146	92711955	92764566	52612	-	0	overlapStart	0	GLMN
chr1	92764207	92764646	440	*	X00497	79871	92764522	92853732	89211	+	0	overlapStart	0	RPAP2
chr1	93297515	93297960	446	*	X00499	6125	93297594	93307481	9888	+	0	overlapStart	0	RPL5
chr1	93544538	93544986	449	*	X00500	22823	93544792	93604638	59847	+	0	overlapStart	0	MTF2
chr1	93811151	93811588	438	*	X00501	100131564	93775666	93811368	35703	-	0	overlapStart	0	CCDC18-AS1
chr1	93811151	93811588	438	*	X00501	1810	93811478	93828148	16671	+	0	overlapStart	0	DR1
chr1	93913674	93913689	16	*	X00502	54874	93913688	94020218	106531	+	0	overlapStart	0	FNBP1L
chr1	93913716	93913812	97	*	X00503	54874	93913688	94020218	106531	+	0	inside	27	FNBP1L
chr1	94312817	94312865	49	*	X00505	8412	94027343	94312706	285364	-	110	upstream	110	BCAR3
chr1	94312896	94313314	419	*	X00506	8412	94027343	94312706	285364	-	189	upstream	189	BCAR3
chr1	94344639	94344835	197	*	X00507	30836	94335014	94344762	9749	-	0	overlapStart	0	DNTTIP2
chr1	94344856	94344912	57	*	X00508	30836	94335014	94344762	9749	-	93	upstream	93	DNTTIP2
chr1	94374939	94375133	195	*	X00509	2730	94352590	94375012	22423	-	0	overlapStart	0	GCLM
chr1	94883990	94884014	25	*	X00512	5825	94883933	94984219	100287	+	0	inside	56	ABCD3
chr1	95699718	95699906	189	*	X00514	25950	95699711	95712781	13071	+	0	inside	6	RWDD3
chr1	100315556	100315876	321	*	X00516	178	100315640	100389579	73940	+	0	overlapStart	0	AGL
chr1	100435313	100435709	397	*	X00517	23443	100435345	100492534	57190	+	0	overlapStart	0	SLC35A3
chr1	100503449	100503832	384	*	X00518	64645	100503789	100548929	45141	+	0	overlapStart	0	MFSD14A
chr1	100598502	100598561	60	*	X00519	163786	100549102	100598511	49410	-	0	overlapStart	0	SASS6
chr1	100598502	100598561	60	*	X00519	54482	100598706	100616054	17349	+	144	upstream	144	TRMT13
chr1	100731599	100731609	11	*	X00520	8634	100731714	100758325	26612	+	104	upstream	104	RTCA
chr1	100731639	100731752	114	*	X00521	8634	100731714	100758325	26612	+	0	overlapStart	0	RTCA
chr1	100731873	100731897	25	*	X00522	8634	100731714	100758325	26612	+	0	inside	158	RTCA
chr1	101361554	101361751	198	*	X00523	148867	101361632	101447311	85680	+	0	overlapStart	0	SLC30A7
chr1	101361554	101361751	198	*	X00523	2135	101337928	101360735	22808	-	818	upstream	818	EXTL2
chr1	101491272	101491560	289	*	X00524	51611	101455180	101491644	36465	-	0	inside	83	DPH5
chr1	107599290	107599350	61	*	X00525	55170	107599267	107601916	2650	+	0	inside	22	PRMT6
chr1	108742727	108742763	37	*	X00527	29957	108677344	108742980	65637	-	0	inside	216	SLC25A24
chr1	109235030	109235108	79	*	X00528	55119	109234932	109244422	9491	+	0	inside	97	PRPF38B
chr1	109289255	109289730	476	*	X00529	6814	109289285	109352148	62864	+	0	overlapStart	0	STXBP3
chr1	109505712	109506112	401	*	X00532	23155	109472130	109506121	33992	-	0	inside	8	CLCC1
chr1	109505712	109506112	401	*	X00532	254268	109358520	109506121	147602	-	0	inside	8	AKNAD1
chr1	109618609	109618656	48	*	X00533	6884	109606998	109618624	11627	-	0	overlapStart	0	TAF13
chr1	109633162	109633540	379	*	X00534	56900	109633403	109639554	6152	+	0	overlapStart	0	TMEM167B
chr1	109642741	109643115	375	*	X00535	677766	109642815	109643234	420	+	0	overlapStart	0	SCARNA2
chr1	109656435	109656505	71	*	X00537	127003	109648573	109656479	7907	-	0	overlapStart	0	C1orf194
chr1	109656435	109656505	71	*	X00537	57535	109656585	109749403	92819	+	79	upstream	79	ELAPOR1
chr1	109656544	109656614	71	*	X00538	127003	109648573	109656479	7907	-	64	upstream	64	C1orf194
chr1	109656544	109656614	71	*	X00538	57535	109656585	109749403	92819	+	0	overlapStart	0	ELAPOR1
chr1	109756569	109756606	38	*	X00539	6301	109756515	109780804	24290	+	0	inside	53	SARS1
chr1	109825838	109825864	27	*	X00541	84722	109822176	109825808	3633	-	29	upstream	29	PSRC1
chr1	109968853	109969083	231	*	X00542	5686	109941653	109969108	27456	-	0	inside	24	PSMA5
chr1	110026554	110026990	437	*	X00543	127002	110026561	110035420	8860	+	0	overlapStart	0	ATXN7L2
chr1	110052270	110052534	265	*	X00544	57463	110049446	110052336	2891	-	0	overlapStart	0	AMIGO1
chr1	110880900	110880911	12	*	X00547	64783	110881945	110889303	7359	+	1033	upstream	1033	RBM15
chr1	110950041	110950061	21	*	X00548	101410535	110950431	110958896	8466	+	369	upstream	369	LAMTOR5-AS1
chr1	110950077	110950432	356	*	X00549	101410535	110950431	110958896	8466	+	0	overlapStart	0	LAMTOR5-AS1
chr1	110950077	110950432	356	*	X00549	10542	110943877	110950546	6670	-	0	inside	113	LAMTOR5
chr1	111506412	111506591	180	*	X00550	55791	111489812	111506566	16755	-	0	overlapStart	0	LRIF1
chr1	111682740	111682750	11	*	X00551	128338	111659954	111682838	22885	-	0	inside	87	DRAM2
chr1	111682772	111682900	129	*	X00552	128338	111659954	111682838	22885	-	0	overlapStart	0	DRAM2
chr1	111889284	111889337	54	*	X00553	128344	111889195	111895639	6445	+	0	inside	88	PIFO
chr1	112282008	112282011	4	*	X00555	100506343	112282463	112290420	7958	+	451	upstream	451	INKA2-AS1
chr1	112298389	112298656	268	*	X00556	11218	112298190	112310199	12010	+	0	inside	198	DDX20
chr1	112298389	112298656	268	*	X00556	55924	112264686	112298419	33734	-	0	overlapStart	0	INKA2
chr1	113498507	113499122	616	*	X00557	6566	113454470	113498975	44506	-	0	overlapStart	0	SLC16A1
chr1	114354694	114355026	333	*	X00561	54665	114304454	114355070	50617	-	0	inside	43	RSBN1
chr1	114447978	114448036	59	*	X00562	10717	114437371	114447741	10371	-	236	upstream	236	AP4B1
chr1	114447978	114448036	59	*	X00562	64858	114447915	114456708	8794	+	0	inside	62	DCLRE1B
chr1	114472062	114472241	180	*	X00563	204851	114471996	114520491	48496	+	0	inside	65	HIPK1
chr1	115053696	115053751	56	*	X00564	51592	114935399	115053781	118383	-	0	inside	29	TRIM33
chr1	115053763	115053803	41	*	X00565	51592	114935399	115053781	118383	-	0	overlapStart	0	TRIM33
chr1	115053881	115054067	187	*	X00566	51592	114935399	115053781	118383	-	99	upstream	99	TRIM33
chr1	115259300	115259428	129	*	X00567	4893	115247085	115259515	12431	-	0	inside	86	NRAS
chr1	115259547	115259560	14	*	X00568	4893	115247085	115259515	12431	-	31	upstream	31	NRAS
chr1	115300517	115300651	135	*	X00570	7812	115259534	115300671	41138	-	0	inside	19	CSDE1
chr1	115300694	115300713	20	*	X00571	7812	115259534	115300671	41138	-	22	upstream	22	CSDE1
chr1	115323162	115323173	12	*	X00572	80143	115312105	115323308	11204	-	0	inside	134	SIKE1
chr1	116961085	116961374	290	*	X00574	84852	116935487	116961244	25758	-	0	overlapStart	0	ATP1A1-AS1
chr1	117452549	117452565	17	*	X00575	5738	117452689	117532972	80284	+	123	upstream	123	PTGFRN
chr1	117909282	117909506	225	*	X00576	10905	117910085	118068320	158236	+	578	upstream	578	MAN1A2
chr1	117909949	117910196	248	*	X00577	10905	117910085	118068320	158236	+	0	overlapStart	0	MAN1A2
chr1	120190666	120190877	212	*	X00578	90874	120162000	120190390	28391	-	275	upstream	275	ZNF697
chr1	120611738	120612045	308	*	X00580	4853	120454176	120612317	158142	-	0	inside	271	NOTCH2
chr1	145096166	145096582	417	*	X00585	9554	145096407	145116997	20591	+	0	overlapStart	0	SEC22B
chr1	145610813	145611248	436	*	X00594	10623	145592605	145610884	18280	-	0	overlapStart	0	POLR3C
chr1	145610813	145611248	436	*	X00594	27246	145611036	145688776	77741	+	0	overlapStart	0	RNF115
chr1	146643978	146644099	122	*	X00600	5565	146626685	146644129	17445	-	0	inside	29	PRKAB2
chr1	146644404	146644419	16	*	X00601	5565	146626685	146644129	17445	-	274	upstream	274	PRKAB2
chr1	147400605	147400680	76	*	X00603	51463	147400506	147465755	65250	+	0	inside	98	GPR89B
chr1	147806587	147806957	371	*	X00609	100847044	147806603	147806678	76	-	0	includeFeature	0	MIR5087
chr1	148556133	148556230	98	*	X00614	284565	148558188	148596267	38080	+	1957	upstream	1957	NBPF15
chr1	149784806	149785030	225	*	X00616	440689	149754245	149783928	29684	-	877	upstream	877	H2BC18
chr1	149784806	149785030	225	*	X00616	653604	149784780	149785236	457	-	0	inside	205	H3C13
chr1	149858542	149858620	79	*	X00617	8338	149858525	149858961	437	+	0	inside	16	H2AC20
chr1	149858542	149858620	79	*	X00617	8349	149856010	149858232	2223	-	309	upstream	309	H2BC21
chr1	149871104	149871202	99	*	X00618	51027	149871155	149872348	1194	+	0	overlapStart	0	BOLA1
chr1	149982464	149982856	393	*	X00619	56957	149912232	149982686	70455	-	0	overlapStart	0	OTUD7B
chr1	150039435	150039979	545	*	X00620	11311	150039342	150117505	78164	+	0	inside	92	VPS45
chr1	150208261	150208474	214	*	X00621	81611	150190717	150208504	17788	-	0	inside	29	ANP32E
chr1	150293842	150294131	290	*	X00622	9129	150293928	150325704	31777	+	0	overlapStart	0	PRPF3
chr1	150459630	150459662	33	*	X00623	80222	150459840	150480085	20246	+	177	upstream	177	TARS2
chr1	150459677	150459836	160	*	X00624	80222	150459840	150480085	20246	+	3	upstream	3	TARS2
